section,token,section_share,overall_share
astronomical,dolchedy,0.001176470588235294,7.90159875681513e-05
astronomical,doleed,0.001176470588235294,2.6338662522717095e-05
astronomical,dor,0.001176470588235294,0.001949061026681065
astronomical,dorar,0.001176470588235294,5.267732504543419e-05
astronomical,dorchy,0.001176470588235294,2.6338662522717095e-05
astronomical,ds,0.001176470588235294,0.00010535465009086838
astronomical,dshol,0.001176470588235294,0.0001316933126135855
astronomical,dy,0.00823529411764706,0.007137777543656333
astronomical,dycheckhy,0.001176470588235294,2.6338662522717095e-05
astronomical,dylchsody,0.001176470588235294,2.6338662522717095e-05
astronomical,echkolal,0.001176470588235294,2.6338662522717095e-05
astronomical,eees,0.001176470588235294,0.00023704796270445386
astronomical,ees,0.001176470588235294,0.0001580319751363026
astronomical,eesydy,0.001176470588235294,2.6338662522717095e-05
astronomical,eetees,0.001176470588235294,2.6338662522717095e-05
astronomical,ek,0.001176470588235294,2.6338662522717095e-05
astronomical,ekey,0.001176470588235294,5.267732504543419e-05
astronomical,eky,0.001176470588235294,2.6338662522717095e-05
astronomical,eoky,0.001176470588235294,2.6338662522717095e-05
astronomical,eoporchy,0.001176470588235294,2.6338662522717095e-05
astronomical,epaiin,0.001176470588235294,5.267732504543419e-05
astronomical,epairody,0.001176470588235294,2.6338662522717095e-05
astronomical,epchy,0.001176470588235294,2.6338662522717095e-05
astronomical,es,0.001176470588235294,2.6338662522717095e-05
astronomical,etechy,0.001176470588235294,2.6338662522717095e-05
astronomical,etocho,0.001176470588235294,2.6338662522717095e-05
astronomical,g,0.001176470588235294,0.00028972528774988805
astronomical,kchcsey,0.001176470588235294,2.6338662522717095e-05
astronomical,kcheoey,0.001176470588235294,2.6338662522717095e-05
astronomical,kchochy,0.001176470588235294,2.6338662522717095e-05
astronomical,kchoty,0.001176470588235294,2.6338662522717095e-05
astronomical,keeodal,0.001176470588235294,5.267732504543419e-05
astronomical,keeody,0.001176470588235294,0.00021070930018173676
astronomical,keey,0.002352941176470588,0.0011852398135222693
astronomical,keo,0.001176470588235294,0.00010535465009086838
astronomical,keol,0.002352941176470588,0.000526773250454342
astronomical,kochardy,0.001176470588235294,2.6338662522717095e-05
astronomical,koiin,0.001176470588235294,0.0001316933126135855
astronomical,koldy,0.001176470588235294,0.0001843706376590197
astronomical,l,0.001176470588235294,0.0015539810888403087
astronomical,lkshykchy,0.001176470588235294,2.6338662522717095e-05
astronomical,ls,0.001176470588235294,0.000263386625227171
astronomical,o,0.004705882352941176,0.002396818289567256
astronomical,oaiin,0.002352941176470588,0.0006848052255906445
astronomical,oalchdm,0.001176470588235294,2.6338662522717095e-05
astronomical,oalcheol,0.001176470588235294,2.6338662522717095e-05
astronomical,ochodare,0.001176470588235294,2.6338662522717095e-05
astronomical,ochol,0.001176470588235294,0.0001316933126135855
astronomical,ochory,0.001176470588235294,2.6338662522717095e-05
astronomical,ock,0.001176470588235294,2.6338662522717095e-05
astronomical,ockheey,0.001176470588235294,2.6338662522717095e-05
astronomical,ockhodar,0.001176470588235294,2.6338662522717095e-05
astronomical,ockhosam,0.001176470588235294,2.6338662522717095e-05
astronomical,ockhy,0.002352941176470588,0.00034240261279532225
astronomical,ocphy,0.001176470588235294,7.90159875681513e-05
astronomical,octhchy,0.001176470588235294,2.6338662522717095e-05
astronomical,octhey,0.001176470588235294,0.0001580319751363026
astronomical,octhole,0.001176470588235294,2.6338662522717095e-05
astronomical,octhys,0.001176470588235294,2.6338662522717095e-05
astronomical,odaiiin,0.001176470588235294,0.00010535465009086838
astronomical,odaiin,0.0035294117647058825,0.001606658413885743
astronomical,odair,0.001176470588235294,0.0001316933126135855
astronomical,odal,0.001176470588235294,0.00034240261279532225
astronomical,odar,0.001176470588235294,0.0006321279005452104
astronomical,odchd,0.001176470588235294,2.6338662522717095e-05
astronomical,odchecthy,0.001176470588235294,2.6338662522717095e-05
astronomical,odreeey,0.001176470588235294,2.6338662522717095e-05
astronomical,oeecthy,0.001176470588235294,2.6338662522717095e-05
astronomical,oeeeo,0.001176470588235294,2.6338662522717095e-05
astronomical,oeees,0.001176470588235294,0.00023704796270445386
